cluster_id,direcciones,conexiones,reportadas
1651,4,2,0
1652,2,2,0
1653,2,1,0
1654,341,341,0
1655,2,1,0
1656,497,449,0
1657,4,2,0
1658,3,1,0
1659,3,1,0
1660,5,2,0
1661,5,2,0
1662,5,2,0
1663,3,1,0
1664,3,1,0
1665,6,1,0
1666,3,2,0
1667,3,2,0
1668,3,2,0
1669,22,20,0
1670,3,1,0
1671,4,2,0
1672,4,2,0
1673,22,20,0
1674,5,2,0
1675,3,1,0
1676,2,2,0
1677,2,2,0
1678,4,2,0
1679,2,2,0
1680,2,2,0
1681,4,2,0
1682,5,2,0
1683,3,1,0
1684,2,2,0
1685,2,2,0
1686,2,2,0
1687,2,2,0
1688,13,2,0
1689,10,2,0
1690,5,2,0
1691,5,2,0
1692,21,20,0
1693,21,20,0
1694,21,20,0
1695,4,2,0
1696,21,20,0
1697,40,20,0
1698,4,2,0
1699,52,51,0
1700,28,27,0
1701,5,2,0
1702,3,1,0
1703,3,1,0
1704,15,16,0
1705,3,1,0
1706,9,9,0
1707,5,5,0
1708,7,8,0
1709,14,2,0
1710,436,436,0
1711,5,2,0
1712,40,20,0
1713,39,20,0
1714,5,2,0
1715,38,2,0
1716,6,1,0
1717,8,2,0
1718,3,1,0
1719,3,1,0
1720,4,2,0
1721,33,2,0
1722,4,1,0
1723,3,2,0
1724,72,72,0
1725,3,2,0
1726,21,21,0
1727,5,2,0
1728,45,45,0
1729,4,2,0
1730,16,16,0
1731,4,2,0
1732,24,24,0
1733,3,2,0
1734,48,48,0
1735,3,2,0
1736,30,30,0
1737,3,2,0
1738,34,34,0
1739,3,2,0
1740,45,45,0
1741,4,2,0
1742,32,32,0
1743,3,2,0
1744,25,25,0
1745,3,2,0
1746,30,30,0
1747,3,2,0
1748,14,2,0
1749,21,20,0
1750,5,2,0
1751,3,2,0
1752,2,1,0
1753,21,20,0
1754,2,1,0
1755,2,1,0
1756,2,1,0
1757,2,1,0
1758,2,1,0
1759,5,2,0
1760,4,1,0
1761,4,2,0
1762,6,2,0
1763,4,2,0
1764,4,2,0
1765,34,14,0
1766,4,2,0
1767,2,1,0
1768,12,2,0
1769,4,2,0
1770,4,2,0
1771,48,2,0
1772,3,1,0
1773,3,1,0
1774,26,26,0
1775,3,1,0
1776,3,1,0
1777,3,1,0
1778,3,1,0
1779,3,1,0
1780,3,1,0
1781,3,1,0
1782,681,1734,0
1783,2,2,0
1784,2,2,0
1785,3,1,0
1786,3,1,0
1787,3,1,0
1788,2,2,0
1789,2,2,0
1790,3,1,0
1791,3,1,0
1792,3,1,0
1793,3,1,0
1794,4,2,0
1795,3,1,0
1796,3,1,0
1797,3,1,0
1798,21,20,0
1799,3,1,0
1800,3,1,0
1801,9,2,0
1802,3,1,0
1803,21,20,0
1804,21,20,0
1805,21,20,0
1806,25,20,0
1807,3,2,0
1808,21,20,0
1809,5,2,0
1810,21,20,0
1811,3,2,0
1812,21,20,0
1813,4,2,0
1814,21,20,0
1815,91,2,0
1816,3,2,0
1817,3,1,0
1818,63,61,0
1819,4,2,0
1820,3,2,0
1821,2,2,0
1822,3,1,0
1823,24,20,0
1824,3,2,0
1825,3,2,0
1826,3,1,0
1827,5,2,0
1828,3,1,0
1829,21,20,0
1830,17,16,0
1831,4,2,0
1832,2,1,0
1833,5,1,0
1834,2,1,0
1835,2,1,0
1836,5,2,0
1837,11,6,0
1838,3,2,0
1839,7,4,0
1840,3,2,0
1841,5,3,0
1842,3,2,0
1843,12,8,0
1844,3,2,0
1845,7,4,0
1846,8,2,0
1847,4,2,0
1848,92,2,0
1849,3,1,0
1850,3,1,0
1851,3,1,0
1852,5,2,0
1853,32,31,0
1854,974,1546,0
1855,3,1,0
1856,58,39,0
1857,1217,2034,0
1858,8,1,0
1859,42,41,0
1860,994,1677,0
1861,3,2,0
1862,14,13,0
1863,674,1010,0
1864,24,23,0
1865,3,1,0
1866,46,45,0
1867,672,944,0
1868,555,815,0
1869,3,2,0
1870,6,1,0
1871,3,2,0
1872,3,2,0
1873,5,2,0
1874,3,2,0
1875,4,2,0
1876,2,2,0
1877,3,2,0
1878,4,2,0
1879,3,2,0
1880,4,2,0
1881,3,2,0
1882,2,1,0
1883,3,2,0
1884,2,1,0
1885,3,2,0
1886,2,1,0
1887,3,2,0
1888,5,2,0
1889,2,1,0
1890,3,2,0
1891,3,1,0
1892,3,2,0
1893,2,1,0
1894,3,2,0
1895,2,1,0
1896,3,1,0
1897,13,16,0
1898,9,9,0
1899,4,2,0
1900,4,4,0
1901,6,1,0
1902,3,3,0
1903,5,2,0
1904,5,5,0
1905,3,1,0
1906,7,7,0
1907,5,2,0
1908,6,6,0
1909,5,1,0
1910,3,2,0
1911,2,1,0
1912,3,1,0
1913,5,1,0
1914,3,2,0
1915,4,2,0
1916,21,20,0
1917,3,1,0
1918,3,1,0
1919,2,2,0
1920,2,2,0
1921,2,2,0
1922,5,1,0
1923,4,2,0
1924,4,2,0
1925,5,2,0
1926,4,2,0
1927,3,2,0
1928,4,2,0
1929,4,2,0
1930,3,2,0
1931,5,2,0
1932,5,2,0
1933,5,2,0
1934,2,2,0
1935,3,1,0
1936,2,2,0
1937,2,2,0
1938,2,2,0
1939,2,2,0
1940,2,2,0
1941,3,2,0
1942,3,2,0
1943,3,2,0
1944,3,2,0
1945,2,2,0
1946,5,2,0
1947,3,2,0
1948,4,2,0
1949,3,2,0
1950,6,1,0
1951,3,1,0
1952,5,2,0
1953,35,20,0
1954,33,20,0
1955,3,1,0
1956,3,1,0
1957,3,1,0
1958,21,20,0
1959,4,2,0
1960,4,1,0
1961,3,2,0
1962,4,2,0
1963,80,68,0
1964,10,8,0
1965,31,14,0
1966,4,2,0
1967,4,2,0
1968,10,10,0
1969,28,28,0
1970,14,14,0
1971,337,330,0
1972,152,152,0
1973,27,21,0
1974,77,70,0
1975,408,335,0
1976,34,34,0
1977,5,2,0
1978,3,1,0
1979,3,1,0
1980,4,2,0
1981,12,2,0
1982,3,1,0
1983,5,2,0
1984,3,2,0
1985,5,2,0
1986,3,2,0
1987,3,2,0
1988,3,2,0
1989,4,2,0
1990,2,1,0
1991,4,2,0
1992,6,1,0
1993,3,1,0
1994,3,1,0
1995,3,1,0
1996,3,1,0
1997,2,2,0
1998,2,2,0
1999,2,2,0
2000,2,2,0
2001,3,1,0
2002,2,2,0
2003,3,2,0
2004,5,2,0
2005,3,2,0
2006,3,2,0
2007,2,1,0
2008,3,1,0
2009,3,2,0
2010,2,1,0
2011,3,2,0
2012,2,1,0
2013,15,2,0
2014,2,1,0
2015,3,2,0
2016,2,1,0
2017,13,2,0
2018,2,1,0
2019,16,2,0
2020,2,1,0
2021,10,2,0
2022,2,1,0
2023,4,2,0
2024,2,1,0
2025,3,2,0
2026,2,1,0
2027,7,2,0
2028,2,1,0
2029,1045,1045,0
2030,3,2,0
2031,2,1,0
2032,5,2,0
2033,2,2,0
2034,5,2,0
2035,3,2,0
2036,4,2,0
2037,4,2,0
2038,3,1,0
2039,5,2,0
2040,5,2,0
2041,2,2,0
2042,5,2,0
2043,3,2,0
2044,3,2,0
2045,3,2,0
2046,5,2,0
2047,3,2,0
2048,5,2,0
2049,3,2,0
2050,5,2,0
2051,4,2,0
2052,2,1,0
2053,2,1,0
2054,3,1,0
2055,35,2,0
2056,4,1,0
2057,3,1,0
2058,17,2,0
2059,151,2,0
2060,12,2,0
2061,3,1,0
2062,3,1,0
2063,4,2,0
2064,3,2,0
2065,3,2,0
2066,3,2,0
2067,3,2,0
2068,3,1,0
2069,4,2,0
2070,3,1,0
2071,5,2,0
2072,2,1,0
2073,4,2,0
2074,2,1,0
2075,2,1,0
2076,3,1,0
2077,2,1,0
2078,5,2,0
2079,4,1,0
2080,2,1,0
2081,2,1,0
2082,3,2,0
2083,1170,2240,0
2084,824,1362,0
2085,4,2,0
2086,824,1273,0
2087,979,1582,0
2088,5,2,0
2089,100,99,0
2090,3,2,0
2091,8,7,0
2092,3,1,0
2093,9,8,0
2094,8,6,0
2095,3,1,0
2096,4,2,0
2097,3,1,0
2098,5,2,0
2099,2,1,0
2100,15,16,0
2101,15,16,0
2102,2,1,0
2103,3,3,0
2104,3,1,0
2105,2,1,0
2106,14,16,0
2107,4,2,0
2108,39,38,0
2109,4,2,0
2110,47,44,0
2111,3,2,0
2112,39,38,0
2113,4,2,0
2114,69,68,0
2115,3,2,0
2116,74,69,0
2117,4,2,0
2118,102,99,0
2119,2,1,0
2120,4,2,0
2121,3,1,0
2122,4,2,0
2123,2,1,0
2124,3,2,0
2125,3,2,0
2126,2,1,0
2127,2,1,0
2128,3,2,0
2129,2,1,0
2130,5,2,0
2131,2,1,0
2132,5,2,0
2133,4,2,0
2134,2,1,0
2135,2,1,0
2136,4,2,0
2137,2,1,0
2138,45,2,0
2139,5,2,0
2140,2,1,0
2141,13,2,0
2142,3,2,0
2143,3,1,0
2144,4,2,0
2145,5,2,0
2146,4,2,0
2147,4,2,0
2148,5,2,0
2149,3,1,0
2150,355,355,0
2151,3,1,0
2152,355,264,0
2153,16,16,0
2154,5,2,0
2155,622,395,0
2156,5,2,0
2157,3,1,0
2158,1033,555,0
2159,3,1,0
2160,1259,796,0
2161,3,1,0
2162,581,298,0
2163,3,1,0
2164,542,367,0
2165,16,16,0
2166,3,1,0
2167,776,410,0
2168,3,1,0
2169,250,250,0
2170,3,1,0
2171,3,2,0
2172,163,163,0
2173,2,1,0
2174,3,2,0
2175,3,1,0
2176,61,60,0
2177,4,2,0
2178,7,2,0
2179,3,2,0
2180,25,2,0
2181,70,2,0
2182,64,2,0
2183,3,1,0
2184,3,2,0
2185,3,2,0
2186,3,2,0
2187,3,2,0
2188,3,2,0
2189,3,2,0
2190,4,2,0
2191,3,2,0
2192,3,2,0
2193,104,2,0
2194,4,2,0
2195,4,2,0
2196,4,2,0
2197,363,341,0
2198,116,111,0
2199,3,1,0
2200,3,1,0
2201,4,2,0
2202,467,441,0
2203,5,2,0
2204,36,35,0
2205,3,2,0
2206,8,1,0
2207,4,2,0
2208,3,2,0
2209,9,8,0
2210,3,2,0
2211,3,1,0
2212,31,30,0
2213,25,24,0
2214,20,19,0
2215,4,2,0
2216,28,27,0
2217,5,2,0
2218,3,2,0
2219,56,53,0
2220,3,1,0
2221,3,1,0
2222,48,48,0
2223,3,1,0
2224,5,2,0
2225,89,88,0
2226,44,2,0
2227,3,2,0
2228,3,1,0
2229,3,2,0
2230,3,1,0
2231,3,1,0
2232,5,2,0
2233,3,2,0
2234,3,2,0
2235,3,2,0
2236,49,2,0
2237,3,2,0
2238,3,2,0
2239,3,2,0
2240,3,2,0
2241,5,2,0
2242,3,2,0
2243,3,1,0
2244,2,1,0
2245,32,32,0
2246,3,2,0
2247,34,34,0
2248,4,2,0
2249,51,51,0
2250,4,2,0
2251,37,37,0
2252,4,2,0
2253,28,28,0
2254,5,2,0
2255,102,100,0
2256,3,2,0
2257,71,70,0
2258,4,2,0
2259,3,2,0
2260,4,2,0
2261,3,2,0
2262,3,2,0
2263,3,2,0
2264,44,41,0
2265,55,53,0
2266,3,2,0
2267,3,2,0
2268,4,2,0
2269,5,2,0
2270,3,2,0
2271,67,2,0
2272,5,1,0
2273,5,2,0
2274,5,2,0
2275,3,1,0
2276,2,2,0
2277,2,2,0
2278,2,2,0
2279,2,2,0
2280,3,1,0
2281,5,2,0
2282,3,1,0
2283,3,1,0
2284,4,2,0
2285,2,2,0
2286,5,2,0
2287,2,2,0
2288,2,2,0
2289,2,2,0
2290,2,2,0
2291,2,2,0
2292,4,2,0
2293,2,2,0
2294,5,2,0
2295,5,2,0
2296,2,2,0
2297,2,2,0
2298,2,2,0
2299,3,2,0
2300,3,1,0
2301,3,2,0
2302,4,2,0
2303,4,1,0
2304,4,2,0
2305,4,2,0
2306,4,2,0
2307,4,2,0
2308,4,2,0
2309,3,1,0
2310,3,1,0
2311,3,1,0
2312,5,2,0
2313,3,2,0
2314,5,2,0
2315,3,1,0
2316,4,2,0
2317,3,2,0
2318,3,2,0
2319,3,2,0
2320,3,2,0
2321,3,2,0
2322,3,2,0
2323,5,2,0
2324,812,812,0
2325,5,2,0
2326,5,2,0
2327,344,344,0
2328,67,67,0
2329,2,1,0
2330,2,1,0
2331,2,1,0
2332,83,83,0
2333,34,34,0
2334,359,359,0
2335,2,1,0
2336,409,334,0
2337,5,2,0
2338,3,1,0
2339,3,3,0
2340,2,3,0
2341,2,2,0
2342,7,2,0
2343,9,9,0
2344,12,12,0
2345,4,2,0
2346,4,2,0
2347,3,2,0
2348,8,9,0
2349,2,2,0
2350,7,7,0
2351,69,2,0
2352,3,2,0
2353,5,2,0
2354,2,2,0
2355,2,2,0
2356,2,1,0
2357,3,2,0
2358,3,2,0
2359,3,2,0
2360,3,2,0
2361,3,2,0
2362,3,1,0
2363,23,2,0
2364,4,2,0
2365,3,2,0
2366,5,4,0
2367,3,1,0
2368,4,2,0
2369,2,2,0
2370,4,1,0
2371,4,2,0
2372,11,11,0
2373,10,11,0
2374,5,2,0
2375,4,2,0
2376,11,11,0
2377,3,2,0
2378,3,2,0
2379,114,2,0
2380,455,455,0
2381,454,454,0
2382,428,428,0
2383,61,61,0
2384,490,490,0
2385,498,498,0
2386,22,22,0
2387,480,480,0
2388,2,1,0
2389,2,1,0
2390,2,1,0
2391,2,1,0
2392,387,387,0
2393,385,385,0
2394,367,367,0
2395,408,408,0
2396,2,1,0
2397,300,300,0
2398,2,1,0
2399,451,410,0
2400,3,1,0
2401,3,1,0
2402,3,1,0
2403,3,1,0
2404,3,1,0
2405,8,1,0
2406,2,1,0
2407,5,2,0
2408,3,1,0
2409,2,1,0
2410,2,1,0
2411,8,1,0
2412,2,1,0
2413,2,1,0
2414,5,1,0
2415,3,1,0
2416,5,2,0
2417,3,1,0
2418,5,2,0
2419,5,1,0
2420,5,2,0
2421,3,2,0
2422,4,2,0
2423,443,415,0
2424,3,2,0
2425,26,25,0
2426,3,2,0
2427,19,19,0
2428,3,2,0
2429,27,27,0
2430,4,2,0
2431,8,8,0
2432,103,15,0
2433,4,2,0
2434,9,8,0
2435,3,2,0
2436,17,16,0
2437,3,2,0
2438,3,2,0
2439,5,2,0
2440,5,2,0
2441,3,2,0
2442,3,2,0
2443,3,2,0
2444,3,2,0
2445,4,2,0
2446,59,57,0
2447,3,1,0
2448,53,50,0
2449,2,1,0
2450,18,2,0
2451,4,2,0
2452,5,2,0
2453,3,1,0
2454,3,1,0
2455,24,2,0
2456,3,1,0
2457,3,1,0
2458,343,276,0
2459,2,1,0
2460,258,216,0
2461,219,184,0
2462,294,242,0
2463,155,150,0
2464,4,2,0
2465,3,1,0
2466,3,1,0
2467,14,16,0
2468,13,16,0
2469,5,2,0
2470,11,16,0
2471,7,8,0
2472,15,15,0
2473,2,1,0
2474,5,5,0
2475,5,2,0
2476,3,2,0
2477,4,2,0
2478,3,2,0
2479,11,2,0
2480,3,2,0
2481,3,2,0
2482,5,2,0
2483,3,2,0
2484,4,4,0
2485,3,2,0
2486,3,2,0
2487,5,2,0
2488,3,2,0
2489,3,2,0
2490,3,2,0
2491,3,2,0
2492,3,2,0
2493,5,2,0
2494,2,2,0
2495,5,2,0
2496,3,2,0
2497,4,2,0
2498,3,2,0
2499,5,2,0
2500,22,2,0
2501,3,1,0
2502,3,2,0
2503,3,1,0
2504,463,463,0
2505,13,16,0
2506,676,293,0
2507,920,1485,0
2508,34,2,0
2509,83,141,0
2510,6,1,0
2511,89,150,0
2512,5,2,0
2513,77,149,0
2514,3,2,0
2515,76,142,0
2516,4,2,0
2517,68,151,0
2518,3,2,0
2519,71,153,0
2520,4,2,0
2521,77,145,0
2522,5,2,0
2523,67,145,0
2524,5,2,0
2525,72,153,0
2526,4,2,0
2527,130,256,0
2528,89,162,0
2529,4,2,0
2530,131,259,0
2531,4,2,0
2532,3,1,0
2533,3,1,0
2534,3,1,0
2535,3,1,0
2536,16,2,0
2537,25,2,0
2538,13,2,0
2539,14,2,0
2540,3,1,0
2541,3,1,0
2542,3,1,0
2543,3,1,0
2544,2,1,0
2545,260,300,0
2546,4,1,0
2547,5,2,0
2548,169,201,0
2549,111,131,0
2550,3,1,0
2551,3,1,0
2552,245,301,0
2553,154,2,0
2554,232,300,0
2555,5,2,0
2556,26,26,0
2557,3,1,0
2558,9,2,0
2559,3,1,0
2560,3,1,0
2561,3,1,0
2562,42,2,0
2563,16,2,0
2564,3,1,0
2565,3,1,0
2566,425,425,0
2567,3,1,0
2568,5,2,0
2569,3,1,0
2570,3,1,0
2571,440,388,0
2572,4,1,0
2573,3,1,0
2574,377,377,0
2575,90,80,0
2576,79,64,0
2577,3,1,0
2578,459,459,0
2579,449,449,0
2580,5,2,0
2581,6,2,0
2582,4,2,0
2583,3,2,0
2584,6,1,0
2585,2,2,0
2586,5,2,0
2587,2,2,0
2588,4,2,0
2589,2,2,0
2590,5,2,0
2591,2,2,0
2592,2,2,0
2593,2,2,0
2594,4,2,0
2595,2,2,0
2596,4,2,0
2597,19,19,0
2598,5,2,0
2599,2,2,0
2600,5,2,0
2601,2,2,0
2602,5,1,0
2603,3,2,0
2604,3,2,0
2605,4,2,0
2606,3,2,0
2607,3,2,0
2608,3,2,0
2609,3,2,0
2610,3,2,0
2611,3,2,0
2612,3,2,0
2613,3,1,0
2614,4,2,0
2615,4,2,0
2616,2,2,0
2617,4,2,0
2618,3,2,0
2619,3,2,0
2620,3,2,0
2621,4,2,0
2622,4,2,0
2623,3,2,0
2624,12,11,0
2625,4,2,0
2626,3,1,0
2627,5,2,0
2628,3,2,0
2629,3,2,0
2630,3,2,0
2631,4,1,0
2632,3,2,0
2633,5,2,0
2634,2,1,0
2635,4,2,0
2636,2,1,0
2637,2,2,0
2638,3,1,0
2639,82,82,0
2640,2,1,0
2641,361,361,0
2642,2,2,0
2643,5,2,0
2644,3,2,0
2645,2,1,0
2646,5,2,0
2647,3,1,0
2648,3,1,0
2649,4,2,0
2650,5,2,0
2651,2,1,0
2652,4,2,0
2653,3,1,0
2654,3,2,0
2655,4,2,0
2656,3,2,0
2657,3,1,0
2658,39,2,0
2659,21,2,0
2660,3,1,0
2661,3,1,0
2662,3,1,0
2663,4,2,0
2664,3,2,0
2665,3,2,0
2666,3,2,0
2667,3,2,0
2668,5,1,0
2669,3,2,0
2670,3,1,0
2671,3,2,0
2672,3,2,0
2673,3,2,0
2674,3,2,0
2675,5,2,0
2676,10,9,0
2677,4,2,0
2678,10,8,0
2679,4,2,0
2680,7,6,0
2681,4,2,0
2682,19,14,0
2683,11,11,0
2684,3,2,0
2685,16,11,0
2686,3,2,0
2687,15,11,0
2688,3,1,0
2689,23,22,0
2690,3,1,0
2691,33,32,0
2692,5,2,0
2693,27,26,0
2694,3,1,0
2695,37,36,0
2696,36,35,0
2697,3,2,0
2698,4,1,0
2699,3,2,0
2700,2,1,0
2701,2,1,0
2702,2,1,0
2703,2,1,0
2704,3,2,0
2705,3,2,0
2706,3,2,0
2707,3,2,0
2708,2,1,0
2709,2,1,0
2710,2,1,0
2711,2,1,0
2712,3,2,0
2713,3,2,0
2714,3,2,0
2715,3,2,0
2716,2,1,0
2717,3,2,0
2718,3,2,0
2719,4,2,0
2720,3,2,0
2721,4,2,0
2722,3,2,0
2723,3,2,0
2724,3,2,0
2725,5,2,0
2726,3,1,0
2727,3,1,0
2728,3,1,0
2729,2,1,0
2730,4,2,0
2731,3,2,0
2732,117,157,0
2733,3,1,0
2734,3,1,0
2735,3,1,0
2736,148,216,0
2737,3,2,0
2738,4,1,0
2739,5,2,0
2740,5,2,0
2741,3,2,0
2742,3,2,0
2743,5,2,0
2744,3,2,0
2745,5,2,0
2746,4,2,0
2747,3,1,0
2748,3,2,0
2749,4,2,0
2750,4,2,0
2751,5,1,0
2752,3,1,0
2753,3,1,0
2754,6,2,0
2755,3,1,0
2756,3,1,0
2757,2,2,0
2758,3,1,0
2759,3,1,0
2760,3,2,0
2761,2,1,0
2762,3,2,0
2763,3,1,0
2764,8,1,0
2765,3,1,0
2766,4,2,0
2767,20,19,0
2768,5,2,0
2769,3,2,0
2770,3,1,0
2771,3,1,0
2772,85,2,0
2773,2,2,0
2774,2,2,0
2775,3,1,0
2776,2,2,0
2777,2,2,0
2778,2,2,0
2779,26,2,0
2780,24,2,0
2781,5,1,0
2782,4,1,0
2783,3,1,0
2784,3,2,0
2785,12,16,0
2786,5,2,0
2787,14,16,0
2788,16,16,0
2789,15,16,0
2790,4,1,0
2791,14,16,0
2792,2,2,0
2793,2,2,0
2794,8,1,0
2795,4,2,0
2796,15,16,0
2797,15,16,0
2798,4,2,0
2799,5,1,0
2800,4,2,0
2801,61,60,0
2802,10,1,0
2803,96,94,0
2804,131,130,0
2805,90,89,0
2806,67,66,0
2807,86,85,0
2808,3,1,0
2809,3,1,0
2810,3,1,0
2811,5,1,0
2812,3,1,0
2813,3,1,0
2814,26,22,0
2815,3,1,0
2816,30,24,0
2817,69,41,0
2818,46,45,0
2819,298,297,0
2820,34,29,0
2821,40,34,0
2822,73,72,0
2823,52,51,0
2824,53,52,0
2825,34,32,0
2826,34,2,0
2827,17,2,0
2828,3,1,0
2829,3,1,0
2830,3,2,0
2831,3,2,0
2832,3,2,0
2833,3,1,0
2834,3,2,0
2835,3,2,0
2836,3,2,0
2837,5,2,0
2838,33,32,0
2839,20,19,0
2840,3,2,0
2841,8,1,0
2842,5,2,0
2843,3,2,0
2844,3,2,0
2845,4,2,0
2846,3,1,0
2847,3,2,0
2848,5,2,0
2849,5,2,0
2850,42,42,0
2851,338,338,0
2852,8,2,0
2853,26,2,0
2854,3,1,0
2855,3,1,0
2856,3,1,0
2857,6,2,0
2858,3,1,0
2859,26,2,0
2860,2,2,0
2861,2,2,0
2862,2,2,0
2863,2,2,0
2864,2,2,0
2865,4,2,0
2866,51,49,0
2867,2,2,0
2868,3,1,0
2869,16,16,0
2870,6,6,0
2871,3,2,0
2872,6,5,0
2873,4,2,0
2874,3,1,0
2875,4,1,0
2876,4,2,0
2877,3,1,0
2878,4,2,0
2879,4,1,0
2880,5,2,0
2881,3,1,0
2882,25,16,0
2883,17,10,0
2884,15,10,0
2885,15,12,0
2886,6,1,0
2887,7,2,0
2888,4,2,0
2889,5,2,0
2890,579,477,0
2891,5,2,0
2892,5,2,0
2893,150,147,0
2894,4,2,0
2895,190,445,0
2896,261,157,0
2897,5,2,0
2898,371,758,0
2899,5,2,0
2900,4,2,0
2901,355,726,0
2902,145,92,0
2903,4,2,0
2904,201,447,0
2905,8,1,0
2906,3,1,0
2907,3,1,0
2908,5,2,0
2909,26,26,0
2910,7,7,0
2911,5,1,0
2912,5,1,0
2913,4,4,0
2914,3,1,0
2915,2,2,0
2916,201,201,0
2917,26,26,0
2918,2,1,0
2919,26,26,0
2920,2,1,0
2921,26,26,0
2922,2,1,0
2923,2,2,0
2924,2,1,0
2925,26,26,0
2926,2,1,0
2927,2,2,0
2928,2,1,0
2929,26,26,0
2930,2,1,0
2931,437,437,0
2932,4,2,0
2933,2,1,0
2934,4,2,0
2935,6,2,0
2936,5,2,0
2937,5,2,0
2938,5,2,0
2939,3,2,0
2940,4,1,0
2941,5,2,0
2942,3,2,0
2943,4,2,0
2944,3,2,0
2945,482,482,0
2946,2,1,0
2947,2,1,0
2948,2,1,0
2949,426,426,0
2950,422,422,0
2951,371,371,0
2952,2,1,0
2953,86,86,0
2954,2,1,0
2955,368,368,0
2956,2,1,0
2957,343,343,0
2958,2,1,0
2959,336,336,0
2960,2,1,0
2961,368,368,0
2962,2,1,0
2963,348,347,0
2964,2,1,0
2965,16,16,0
2966,2,1,0
2967,4,2,0
2968,3,1,0
2969,5,2,0
2970,3,1,0
2971,800,616,0
2972,595,441,0
2973,1135,579,0
2974,7,1,0
2975,584,421,0
2976,2,1,0
2977,2,1,0
2978,455,455,0
2979,461,461,0
2980,2,1,0
2981,2,1,0
2982,2,1,0
2983,360,360,0
2984,346,346,0
2985,360,360,0
2986,18,18,0
2987,4,2,0
2988,9,7,0
2989,4,2,0
2990,5,4,0
2991,4,2,0
2992,7,6,0
2993,4,2,0
2994,7,6,0
2995,3,1,0
2996,8,7,0
2997,3,2,0
2998,7,6,0
2999,4,3,0
3000,3,2,0
3001,5,2,0
3002,5,1,0
3003,11,2,0
3004,3,1,0
3005,3,1,0
3006,29,28,0
3007,5,2,0
3008,56,43,0
3009,5,2,0
3010,77,76,0
3011,3,1,0
3012,53,42,0
3013,6,1,0
3014,26,26,0
3015,23,22,0
3016,25,24,0
3017,18,17,0
3018,31,30,0
3019,45,44,0
3020,39,37,0
3021,6,2,0
3022,5,1,0
3023,3,1,0
3024,2,2,0
3025,2,2,0
3026,2,2,0
3027,6,1,0
3028,2,2,0
3029,2,2,0
3030,2,2,0
3031,3,1,0
3032,4,2,0
3033,3,2,0
3034,4,2,0
3035,2,1,0
3036,6,2,0
3037,2,1,0
3038,6,2,0
3039,3,1,0
3040,2,1,0
3041,29,28,0
3042,2,1,0
3043,45,44,0
3044,2,1,0
3045,5,1,0
3046,3,2,0
3047,54,51,0
3048,4,1,0
3049,4,2,0
3050,7,2,0
3051,32,2,0
3052,3,1,0
3053,2,1,0
3054,4,2,0
3055,2,1,0
3056,3,1,0
3057,9,16,0
3058,10,16,0
3059,3,1,0
3060,14,16,0
3061,3,1,0
3062,15,16,0
3063,14,16,0
3064,3,1,0
3065,15,16,0
3066,13,16,0
3067,12,16,0
3068,3,1,0
3069,4,2,0
3070,4,2,0
3071,4,2,0
3072,4,2,0
3073,5,2,0
3074,5,2,0
3075,3,1,0
3076,3,2,0
3077,3,2,0
3078,4,2,0
3079,4,2,0
3080,3,1,0
3081,3,1,0
3082,3,1,0
3083,3,2,0
3084,3,1,0
3085,3,1,0
3086,3,1,0
3087,3,1,0
3088,3,1,0
3089,3,1,0
3090,3,1,0
3091,3,1,0
3092,3,1,0
3093,3,1,0
3094,3,2,0
3095,3,1,0
3096,3,1,0
3097,3,1,0
3098,5,2,0
3099,11,11,0
3100,5,2,0
3101,11,11,0
3102,5,2,0
3103,11,11,0
3104,5,2,0
3105,11,11,0
3106,5,2,0
3107,5,2,0
3108,11,11,0
3109,11,11,0
3110,2,2,0
3111,5,2,0
3112,11,11,0
3113,5,2,0
3114,11,11,0
3115,5,2,0
3116,11,11,0
3117,3,1,0
3118,11,11,0
3119,5,2,0
3120,5,2,0
3121,3,2,0
3122,4,2,0
3123,3,1,0
3124,4,2,0
3125,3,2,0
3126,5,2,0
3127,4,1,0
3128,3,1,0
3129,122,53,0
3130,5,2,0
3131,400,219,0
3132,5,2,0
3133,758,587,0
3134,471,306,0
3135,5,2,0
3136,749,619,0
3137,563,406,0
3138,4,2,0
3139,882,661,0
3140,4,2,0
3141,5,2,0
3142,3,2,0
3143,3,2,0
3144,4,2,0
3145,33,2,0
3146,3,1,0
3147,3,1,0
3148,12,2,0
3149,11,2,0
3150,3,1,0
3151,5,2,0
3152,3,2,0
3153,3,2,0
3154,4,2,0
3155,3,1,0
3156,5,2,0
3157,4,2,0
3158,3,2,0
3159,75,71,0
3160,4,2,0
3161,65,63,0
3162,3,1,0
3163,4,2,0
3164,101,99,0
3165,3,2,0
3166,53,52,0
3167,3,2,0
3168,41,40,0
3169,3,1,0
3170,37,36,0
3171,5,2,0
3172,3,2,0
3173,49,47,0
3174,38,37,0
3175,3,2,0
3176,26,24,0
3177,29,22,0
3178,22,20,0
3179,17,13,0
3180,4,2,0
3181,4,2,0
3182,3,2,0
3183,2,1,0
3184,3,2,0
3185,3,2,0
3186,3,2,0
3187,936,1360,0
3188,3,1,0
3189,3,2,0
3190,849,1399,0
3191,4,2,0
3192,641,1017,0
3193,9,2,0
3194,9,2,0
3195,2,2,0
3196,5,2,0
3197,4,2,0
3198,4,2,0
3199,5,2,0
3200,4,2,0
3201,4,2,0
