cluster_id,direcciones,conexiones,reportadas
1120,4,2,0
1121,5,2,0
1122,3,1,0
1123,198,2,0
1124,3,1,0
1125,3,1,0
1126,5,1,0
1127,3,1,0
1128,19,19,0
1129,52,51,0
1130,5,1,0
1131,3,1,0
1132,5,1,0
1133,4,4,0
1134,30,29,0
1135,8,8,0
1136,52,51,0
1137,21,21,0
1138,3,1,0
1139,10,9,0
1140,4,2,0
1141,5,2,0
1142,3,2,0
1143,43,2,0
1144,5,2,0
1145,3,1,0
1146,3,1,0
1147,4,2,0
1148,3,1,0
1149,125,2,0
1150,76,2,0
1151,80,2,0
1152,29,2,0
1153,81,2,0
1154,49,2,0
1155,3,1,0
1156,60,79,0
1157,3,2,0
1158,135,135,0
1159,4,2,0
1160,4,2,0
1161,4,2,0
1162,4,2,0
1163,5,2,0
1164,20,2,0
1165,10,2,0
1166,5,2,0
1167,3,1,0
1168,11,2,0
1169,119,2,0
1170,174,2,0
1171,26,2,0
1172,3,1,0
1173,6,1,0
1174,3,2,0
1175,3,2,0
1176,4,2,0
1177,3,1,0
1178,3,1,0
1179,3,1,0
1180,6,1,0
1181,4,1,0
1182,3,1,0
1183,79,2,0
1184,11,2,0
1185,3,1,0
1186,42,2,0
1187,5,2,0
1188,33,2,0
1189,3,1,0
1190,3,1,0
1191,3,1,0
1192,435,358,0
1193,464,446,0
1194,488,488,0
1195,2,1,0
1196,431,431,0
1197,2,1,0
1198,2,1,0
1199,85,85,0
1200,376,376,0
1201,2,1,0
1202,398,377,0
1203,2,1,0
1204,414,404,0
1205,2,1,0
1206,440,317,0
1207,2,1,0
1208,368,307,0
1209,2,1,0
1210,442,288,0
1211,2,1,0
1212,411,370,0
1213,2,1,0
1214,445,276,0
1215,2,1,0
1216,653,501,0
1217,2,1,0
1218,4,2,0
1219,2,1,0
1220,4,2,0
1221,6,5,0
1222,4,2,0
1223,9,2,0
1224,4,2,0
1225,3,2,0
1226,3,2,0
1227,4,2,0
1228,5,2,0
1229,2,1,0
1230,4,2,0
1231,2,1,0
1232,3,2,0
1233,3,2,0
1234,3,2,0
1235,6,2,0
1236,3,2,0
1237,2,1,0
1238,3,2,0
1239,5,2,0
1240,3,2,0
1241,2,2,0
1242,2,1,0
1243,2,1,0
1244,26,26,0
1245,2,1,0
1246,26,26,0
1247,2,1,0
1248,26,26,0
1249,2,1,0
1250,17,17,0
1251,2,1,0
1252,26,26,0
1253,2,1,0
1254,26,26,0
1255,5,2,0
1256,34,33,0
1257,4,2,0
1258,549,548,0
1259,43,42,0
1260,3,1,0
1261,7,6,0
1262,3,1,0
1263,2270,2268,0
1264,3,1,0
1265,1373,1372,0
1266,483,483,0
1267,174,2,0
1268,3,1,0
1269,5,2,0
1270,3,2,0
1271,18,2,0
1272,3,1,0
1273,3,1,0
1274,5,2,0
1275,47,46,0
1276,3,2,0
1277,3,2,0
1278,3,1,0
1279,26,25,0
1280,3,1,0
1281,5,2,0
1282,3,1,0
1283,14,13,0
1284,5,2,0
1285,9,4,0
1286,4,2,0
1287,6,5,0
1288,3,2,0
1289,2,1,0
1290,4,2,0
1291,4,2,0
1292,3,1,0
1293,7,2,0
1294,11,2,0
1295,3,1,0
1296,3,1,0
1297,3,1,0
1298,3,2,0
1299,3,1,0
1300,3,2,0
1301,3,2,0
1302,3,2,0
1303,3,2,0
1304,3,2,0
1305,5,2,0
1306,4,2,0
1307,3,2,0
1308,3,2,0
1309,3,2,0
1310,3,2,0
1311,3,1,0
1312,3,2,0
1313,3,2,0
1314,3,2,0
1315,3,1,0
1316,1078,1074,0
1317,3,2,0
1318,4,2,0
1319,4,2,0
1320,45,2,0
1321,13,2,0
1322,5,2,0
1323,4,2,0
1324,5,2,0
1325,5,2,0
1326,4,2,0
1327,3,2,0
1328,3,2,0
1329,4,2,0
1330,3,1,0
1331,3,2,0
1332,3,1,0
1333,3,1,0
1334,4,2,0
1335,3,1,0
1336,4,2,0
1337,3,2,0
1338,5,2,0
1339,3,1,0
1340,3,2,0
1341,4,2,0
1342,3,1,0
1343,25,2,0
1344,119,152,0
1345,103,147,0
1346,5,2,0
1347,111,149,0
1348,2,2,0
1349,3,2,0
1350,3,1,0
1351,4,2,0
1352,5,2,0
1353,19,2,0
1354,112,2,0
1355,138,2,0
1356,4,2,0
1357,11,2,0
1358,4,2,0
1359,48,2,0
1360,5,1,0
1361,4,2,0
1362,32,31,0
1363,4,3,0
1364,13,12,0
1365,5,1,0
1366,3,2,0
1367,5,2,0
1368,3,2,0
1369,3,2,0
1370,3,2,0
1371,3,2,0
1372,2,2,0
1373,3,1,0
1374,3,1,0
1375,74,73,0
1376,16,16,0
1377,7,6,0
1378,4,2,0
1379,4,2,0
1380,104,101,0
1381,107,99,0
1382,5,2,0
1383,4,1,0
1384,4,2,0
1385,102,101,0
1386,3,2,0
1387,80,79,0
1388,4,2,0
1389,102,100,0
1390,4,2,0
1391,58,57,0
1392,4,2,0
1393,12,11,0
1394,4,2,0
1395,54,53,0
1396,4,2,0
1397,87,86,0
1398,5,2,0
1399,17,16,0
1400,2,2,0
1401,5,2,0
1402,7,2,0
1403,3,1,0
1404,60,57,0
1405,611,610,0
1406,3,2,0
1407,2,1,0
1408,82,70,0
1409,3,1,0
1410,54,2,0
1411,3,2,0
1412,3,2,0
1413,3,2,0
1414,39,38,0
1415,5,2,0
1416,3,1,0
1417,334,652,0
1418,5,2,0
1419,3,1,0
1420,3,1,0
1421,209,345,0
1422,3,1,0
1423,461,461,0
1424,3,1,0
1425,5,2,0
1426,3,2,0
1427,172,2,0
1428,5,2,0
1429,42,41,0
1430,13,2,0
1431,3,2,0
1432,3,2,0
1433,4,2,0
1434,2,1,0
1435,3,2,0
1436,2,1,0
1437,3,2,0
1438,4,2,0
1439,4,2,0
1440,4,1,0
1441,6,1,0
1442,4,1,0
1443,3,1,0
1444,5,2,0
1445,2,2,0
1446,2,2,0
1447,2,2,0
1448,2,2,0
1449,3,2,0
1450,4,2,0
1451,74,2,0
1452,3,1,0
1453,4,2,0
1454,5,4,0
1455,12,2,0
1456,4,2,0
1457,14,1,0
1458,11,2,0
1459,3,1,0
1460,3,1,0
1461,5,2,0
1462,9,8,0
1463,3,2,0
1464,4,2,0
1465,3,2,0
1466,3,2,0
1467,3,2,0
1468,3,2,0
1469,5,2,0
1470,3,2,0
1471,3,1,0
1472,5,2,0
1473,2,1,0
1474,1000,636,0
1475,4,2,0
1476,3,2,0
1477,936,598,0
1478,8,2,0
1479,411,275,0
1480,3,1,0
1481,452,291,0
1482,13,2,0
1483,241,200,0
1484,6,2,0
1485,4,2,0
1486,3,2,0
1487,865,530,0
1488,3,2,0
1489,2,1,0
1490,755,425,0
1491,2,1,0
1492,790,541,0
1493,415,415,0
1494,2,1,0
1495,21,20,0
1496,2,1,0
1497,3,2,0
1498,3,1,0
1499,3,1,0
1500,3,1,0
1501,5,2,0
1502,21,20,0
1503,5,2,0
1504,4,2,0
1505,5,2,0
1506,3,2,0
1507,3,1,0
1508,3,1,0
1509,207,133,0
1510,3,2,0
1511,2,2,0
1512,224,158,0
1513,3,1,0
1514,2,1,0
1515,2,1,0
1516,21,20,0
1517,3,1,0
1518,2,1,0
1519,447,440,0
1520,4,2,0
1521,21,20,0
1522,3,2,0
1523,3,1,0
1524,4,2,0
1525,5,2,0
1526,4,2,0
1527,5,2,0
1528,4,2,0
1529,3,2,0
1530,2,2,0
1531,5,5,0
1532,6,2,0
1533,4,4,0
1534,2,1,0
1535,2,1,0
1536,24,20,0
1537,2,1,0
1538,22,20,0
1539,5,2,0
1540,382,382,0
1541,3,1,0
1542,4,2,0
1543,21,20,0
1544,5,2,0
1545,22,20,0
1546,3,1,0
1547,21,20,0
1548,5,2,0
1549,21,20,0
1550,5,2,0
1551,5,2,0
1552,19,20,0
1553,5,2,0
1554,14,20,0
1555,3,2,0
1556,16,20,0
1557,5,2,0
1558,14,20,0
1559,3,2,0
1560,14,20,0
1561,3,2,0
1562,5,2,0
1563,4,2,0
1564,3,2,0
1565,6,2,0
1566,8,2,0
1567,4,2,0
1568,2,1,0
1569,6,2,0
1570,4,2,0
1571,5,2,0
1572,34,2,0
1573,36,2,0
1574,8,2,0
1575,9,2,0
1576,13,2,0
1577,3,1,0
1578,5,2,0
1579,3,1,0
1580,709,1203,0
1581,5,2,0
1582,1195,1893,0
1583,20,20,0
1584,862,1465,0
1585,5,2,0
1586,798,1196,0
1587,5,2,0
1588,3,1,0
1589,4,2,0
1590,4,1,0
1591,6,1,0
1592,119,160,0
1593,17,20,0
1594,3,1,0
1595,5,1,0
1596,3,2,0
1597,3,2,0
1598,3,2,0
1599,3,1,0
1600,3,1,0
1601,3,1,0
1602,3,1,0
1603,3,1,0
1604,40,20,0
1605,2,1,0
1606,40,20,0
1607,5,1,0
1608,21,20,0
1609,397,397,0
1610,4,2,0
1611,3,2,0
1612,43,2,0
1613,18,2,0
1614,16,16,0
1615,16,16,0
1616,3,1,0
1617,5,5,0
1618,4,4,0
1619,3,2,0
1620,3,2,0
1621,3,2,0
1622,4,2,0
1623,3,2,0
1624,4,2,0
1625,4,2,0
1626,4,2,0
1627,4,2,0
1628,5,2,0
1629,4,2,0
1630,40,2,0
1631,5,2,0
1632,3,1,0
1633,5,2,0
1634,7,2,0
1635,3,1,0
1636,3,1,0
1637,4,1,0
1638,886,1331,0
1639,1068,1812,0
1640,5,2,0
1641,638,1084,0
1642,127,92,0
1643,17,2,0
1644,21,20,0
1645,27,20,0
1646,154,2,0
1647,2,2,0
1648,5,2,0
1649,2,2,0
1650,457,457,0
